non_standard_date_0,non_standard_date_1,category_2,id_3,name_4,complex_5,non_standard_date_6,small_floats_7,category_8,very_large_number_9,boolean_10,mixed_numeric_11,mixed_dates_with_nulls_12,non_standard_date_13,mixed_dates_with_nulls_14,non_standard_date_15,complex_16,small_floats_17,boolean_18,category_19,utf8_20,utf8_21,mixed_names_with_nulls_22,category_23,mixed_dates_with_nulls_24,utf8_25,category_26,utf8_27,id_28,small_floats_29,small_floats_30,mixed_dates_with_nulls_31,mixed_dates_with_nulls_32,utf8_33,utf8_34,non_standard_date_35,complex_36,non_standard_date_37,mixed_names_with_nulls_38,very_large_number_39,complex_40,very_large_number_41,id_42,boolean_43,boolean_44,non_standard_date_45,id_46,category_47,mixed_numeric_48,non_standard_date_49,very_large_number_50,non_standard_date_51,mixed_numeric_52,id_53,name_54,non_standard_date_55,small_floats_56,mixed_dates_with_nulls_57,mixed_numeric_58,mixed_dates_with_nulls_59,boolean_60,sparsed_columns_61,boolean_62,non_standard_date_63,small_floats_64,non_standard_date_65,sparsed_columns_66,mixed_numeric_67,mixed_dates_with_nulls_68,small_floats_69,complex_70,boolean_71,id_72,mixed_numeric_73,very_large_number_74,email_75,mixed_missing_values_76,email_77,category_78,category_79,id_80,mixed_numeric_81,complex_82,non_standard_date_83,email_84,email_85,mixed_dates_with_nulls_86,mixed_names_with_nulls_87,id_88,mixed_dates_with_nulls_89,very_large_number_90,complex_91,non_standard_date_92,category_93,non_standard_date_94,small_floats_95,very_large_number_96,mixed_numeric_97,boolean_98,id_99
08/03/08,1996-12-21,B,4035827665,Jeffrey Murphy,(0.3666426402022517+0.13287860560234843j),20-09-2014,0.9633490208782145,A,33988001967064465002,YES,245,13-04-2018,03-09-2022,09-28-1995,29-12-2000,(0.12418188628079907+0.9153782384812732j),0.672818676917668,NO,,王龙,杨秀荣,,B,05-04-1998,周彬,A,张丽华,73482,0.8175832118777222,0.2655152775315983,14-01-2019,,张超,王雷,03-17-2011,(0.5812790362097378+0.1338125317954213j),11-02-2021,,83855764729923829939,(0.38012136057131096+0.9676162755313888j),23943985187281476687,9857003767,,False,12-02-2011,12782,,happy,09-17-2019,67298915734907990952,1996-03-06,341,1684355398,James Butler,27-11-1994,0.4159185363382992,2013-12-08,west,,NO,,,2007-03-06,0.8015131708821726,05-01-2018,almost,Mr,,0.8569690834952507,(0.6840780467918623+0.3947637657110108j),False,2803799050,go,97583719916442649901,kenneth01@example.com,missing,shaneblackburn@example.com,D,,32561,not,(0.06878310096601548+0.6890771936449008j),2012-03-19,conleyjulie@example.com,taylorcynthia@example.net,25-01-2013,,49795,,45174702938864975934,(0.9176954212687111+0.1703102064878833j),06-21-2006,,2005-04-24,0.38614957219193724,33738122672838166891,movement,True,6961329915
19-05-2021,2018-05-05,D,3889455367,Dan Foley,(0.32143439223852+0.4563136731870199j),21-09-2007,0.12243286160234701,C,33214681038847010576,,776,06-05-2014,12/16/2014,,14-01-2022,(0.06450107846036279+0.10336621011161629j),0.1610024142296531,YES,,辛璐,陈想,Cynthia Bond,A,01-20-2003,何洋,A,朱春梅,69411,0.0019388056898533845,0.07116195071315135,,07-04-2005,李彬,李红梅,04-30-2022,(0.29841629877353215+0.4238809746314416j),10-28-2023,,36331863054151734892,(0.5822971365554338+0.1834937722640272j),8478475644580213397,8482990377,True,False,12/16/2020,17229,B,guy,06-24-2018,19635832808392551849,2008-07-06,144,5298227606,Cindy Anthony,17-06-2018,0.9122088487681695,2015-12-10,water,21-07-2019,True,fish,YES,16/06/16,0.12690636293050706,10-04-2008,modern,548,19-08-2006,0.550663742416299,(0.547384716327154+0.8646891321350871j),True,1470758329,286,65652178320706297547,david99@example.com,Missing,utrujillo@example.com,A,,20296,415,(0.7393925736813841+0.47833272940236027j),2001-05-10,allennicholas@example.org,davidvalencia@example.net,,,42462,,89570221448564490287,(0.7243346654340843+0.2897219489125089j),02-07-2013,D,2018-01-19,0.8119274954231636,73491846432571557313,691,YES,1308167426
03/06/2007,2013-10-29,D,2866422642,Steven Moss,(0.2931439330956169+0.23621832796250675j),09-07-2012,0.4082651858618169,A,3234034250065807932,,151,12-04-2003,20-10-2004,09-16-1998,17-07-2002,(0.3306045020809347+0.2788156398160928j),0.4008066418494055,True,,董倩,梁利,John Brown,A,,陈雷,C,李璐,67741,0.5368955872609117,0.952751311357699,,,彭瑞,王晶,03-03-1997,(0.8725124935159814+0.5475848631430733j),08-12-2023,John Payne,12877792222174631738,(0.5812213430108724+0.8972439389073554j),55477484479765210605,4178973103,True,True,01/12/01,64983,C,434,10-12-1994,5247385030513031367,07-10-2020,722,7092455357,Katie Arnold,06-01-2010,0.7152939517069707,2017-03-22,out,24-02-2019,NO,only,,28/08/28,0.880681059174797,07-06-2011,,768,30-10-1997,0.24451442331682005,(0.04835080019583704+0.22794870434572878j),True,4804012365,281,62980657751896536743,leekevin@example.net,Missing,zbeck@example.net,D,A,96902,year,(0.40999545055165953+0.6670747204474603j),1999-11-10,caroline43@example.org,jamie92@example.com,21-12-2019,,99341,01-20-2015,5652753881923388112,(0.34936996051338143+0.8081825196825314j),09-02-2021,B,2022-08-11,0.33395915683146205,29296583852342041864,328,NO,1680293842
06/03/06,1999-06-11,A,6374989659,Kristina Ellis,(0.49433664713150627+0.7655483191324769j),26-07-2018,0.8237754787897161,C,7031231815360982661,True,interview,,12-09-2021,07-13-2011,11-09-2015,(0.9929041706642344+0.7132802061111077j),0.6430398358591511,NO,A,李玉英,朱娟,Christopher Doyle,C,07-27-2018,李梅,,伍雪梅,34521,0.25185489458784827,0.9382106104471101,02-08-1998,30-01-1996,白海燕,卢玉珍,01-13-2007,(0.897126404928759+0.16300163853753113j),01-09-2001,,94082123418125215826,(0.9746422594144418+0.8129072957889195j),16841993688189790037,6346716073,False,False,20/04/20,15759,A,140,02-28-1999,88027911011244947478,06-06-2010,child,3370917624,Michael Nielsen,20-01-1996,0.07574775100445297,2020-02-05,386,,NO,,NO,09/27/1998,0.10257884491375335,31-03-2009,full,557,,0.4389541505184993,(0.2382089052435753+0.6679047777738057j),False,7101853198,human,79871705140346678831,martinmeghan@example.net,about,rcummings@example.net,C,A,91389,210,(0.12234352461362907+0.3146210307221915j),2006-08-11,jenniferramirez@example.com,fitzpatrickjodi@example.net,21-08-2005,Tyler Hart,38773,,66408736851949017833,(0.3629723813850506+0.3902518072399712j),09-30-2016,A,1998-11-05,0.7563189653472966,68195714602871203579,military,False,9019506688
16/12/16,2007-11-09,A,2949535635,Paul Francis,(0.11738552508170208+0.8727397992225979j),29-09-2014,0.8503635705567711,,91442792635227785362,False,501,,1995-11-20,,04-05-2019,(0.09152526540666517+0.8326932243704365j),0.11365529275263997,True,D,宋丽娟,高玉兰,Shannon Evans,D,,李丹丹,D,关阳,88149,0.955126547282468,0.5490613680044213,13-06-2023,23-04-1998,龙雷,刘淑兰,11-06-2007,(0.13392979886986445+0.5792963991686702j),10-22-2010,Shannon Brown,15124611837961329238,(0.2499326240339892+0.783741611853627j),31241672007745807438,4266303706,YES,False,06-15-2003,72484,B,voice,07-10-2021,8858521678791511464,2017-06-27,plan,2706822698,Katherine Bowman,03-08-2013,0.8234169692461514,2013-12-02,human,09-07-2002,True,,YES,10-13-2002,0.06647016689803997,02-09-2023,big,529,13-12-1996,0.20587663511725107,(0.5549119973858568+0.5627299604200049j),False,9734961021,731,17843983164610445456,rnunez@example.net,missing,dawnwyatt@example.org,C,B,55413,decision,(0.42417652242482573+0.3734659761671264j),2023-08-22,aklein@example.org,romerokenneth@example.net,03-06-1996,,12717,,35285382484637457728,(0.585874367018671+0.3003099556949639j),05-03-2006,A,2014-06-04,0.7671029013530564,59467320117905383649,themselves,YES,3473641082
12/24/2023,1998-04-14,,7903646564,Carrie Martin,(0.06706534892734561+0.4542351366969124j),28-11-2021,0.15687867283132517,,2415323322864792225,True,285,29-01-2009,30/05/30,10-22-2013,16-03-1995,(0.9755012240257399+0.6875786441379109j),0.3606816606120756,,C,苏梅,杨强,Julie Tyler,C,,何波,A,蓝洋,28087,0.7352123210577808,0.10367194216678766,27-08-2000,,黄静,王桂香,09-12-2004,(0.42545167650477445+0.17512937683815832j),02-19-2013,Christopher Mcdowell,52524660227051179602,(0.3035088052211945+0.46876955530273967j),28146686426495573848,5244437450,NO,True,16-04-2004,40680,B,927,03-28-2023,84261853478504300494,2017-02-27,bit,1823810432,Gerald Cole,07-03-2017,0.6059606788003978,2008-03-24,interview,17-02-2023,True,often,True,14/03/14,0.28544908055776996,04-09-2006,,767,20-10-2008,0.006795856470564909,(0.18730509380164506+0.7201495036277699j),True,4694675333,black,21021450964521471278,vsuarez@example.net,,dhorton@example.net,A,D,71057,161,(0.5468315329071141+0.31115283713872455j),2001-01-07,lmiranda@example.org,piercekathy@example.org,28-06-1998,Heather Burgess,24662,,30199365531847280275,(0.6815367986250811+0.11037824524952111j),05-20-2011,D,2010-06-12,0.08565403655377446,64149875454329314809,every,YES,7407286707
12-11-1999,2008-07-10,C,5008463387,Jonathan Love,(0.04995802706638908+0.7787049123481826j),05-12-1994,0.05426004833786768,,88882989260634429332,False,518,,08-04-2022,06-02-2018,13-04-1995,(0.2568970563776678+0.1408296136272701j),0.22389067076862035,True,C,周军,武飞,Sharon Norton,C,01-20-2015,朴静,C,尹海燕,11605,0.3680221754940961,0.7375712532072295,19-11-2017,08-07-2005,冯金凤,杨建平,08-29-2023,(0.34607019808750406+0.9568376353549762j),03-28-2005,Roger Christensen MD,84557724907004942406,(0.49800647098953976+0.26715190649018017j),84871692803178717744,3785032389,True,False,30-04-2014,87393,A,349,06-24-2022,2939076138416136859,30/07/30,moment,1139463404,David Clark,14-12-2013,0.669741958823354,,could,03-10-2005,,,True,09-20-2023,0.5026224751646232,07-08-2023,,297,,0.5098736143353592,(0.8664456298289902+0.4635263498601859j),False,5006474527,anyone,70153268277733368443,michaelhuerta@example.com,Not found,nicholasbrooks@example.org,D,B,67341,563,(0.49981093220327766+0.2907645114415641j),2003-12-05,thomas91@example.net,stephaniejones@example.net,29-03-1999,,70325,,18683579877059619070,(0.5554070386597019+0.3097663884383721j),04-02-2016,D,2001-11-08,0.0663545736087221,71142841431260031883,south,False,1964004781
03/11/03,2016-10-21,A,4180025565,Martin Fox,(0.8351641228163095+0.12362951586715765j),19-09-2010,0.19961119887473888,B,37263593675727511755,YES,enjoy,08-03-2001,26/04/26,02-06-1999,13-06-2004,(0.17916028390160976+0.1992962765723073j),0.48304807396379734,True,C,徐倩,张宁,,D,,林玉珍,D,黄敏,67490,0.7304900348815213,0.7963809798543636,26-12-2006,13-01-2019,田浩,刘军,10-04-2022,(0.9224232960962782+0.7814274252967429j),10-14-2006,,84357508302335331017,(0.7714165461800894+0.13269306605933306j),71934535867966017659,1539961450,NO,True,04-06-2007,42284,B,fine,07-19-2018,92979264720791245248,07/18/2002,924,6799279131,Amanda Leon,15-09-2017,0.12795639711239182,,small,27-06-2015,True,wish,YES,27-02-1995,0.7030297727516294,25-04-2007,,experience,12-06-2023,0.7193148562250963,(0.2963829304284473+0.5973452374520963j),True,1638785771,show,23244938335142734648,edwardstevens@example.org,property,zrogers@example.com,,B,90202,749,(0.5373918063314678+0.10269962601755145j),2023-02-08,rerickson@example.net,amartin@example.net,30-08-2019,,76943,02-16-2011,89057115077293273450,(0.772102342663483+0.7989749834127999j),12-05-2018,B,2024-02-04,0.5617826792447567,79855354484502933910,59,YES,7279209489
09-07-2018,2020-11-19,B,9665915613,Natasha Norris,(0.0943663313851244+0.43299811011446954j),29-12-2002,0.18541503922085323,B,87759074735499562051,False,475,01-10-1998,08/10/2023,,06-05-1998,(0.95193942276141+0.4157576815755728j),0.21829147282278305,False,,姜红梅,刘涛,,C,07-11-2018,杨志强,B,庞利,44914,0.5767757336909649,0.055571283648761294,,31-07-2003,张芳,高磊,10-24-2003,(0.3644430396603836+0.9024334309206636j),07-31-1998,,89360249793793554722,(0.7926146575730615+0.4897446782721272j),38788477166372919652,5353617092,YES,True,26/05/26,35195,A,give,12-11-1994,84849338264602235459,2017-10-25,entire,7251740370,Kent Steele,21-10-2003,0.9069727705446767,1997-11-20,674,,False,,True,08/06/2009,0.3913395071159259,11-12-2003,,anyone,20-04-1999,0.4244974122963223,(0.1019757701765327+0.9869208949153602j),False,1793634055,23,38791057529788101591,jessica67@example.org,field,barbara14@example.net,D,,25909,standard,(0.8191997463052484+0.07685841098256463j),2005-11-28,hbrewer@example.net,barnescody@example.org,07-09-1995,Nicole Caldwell,30580,,68391798180750075574,(0.9207418816367028+0.6581530567894727j),09-09-2009,C,2008-06-22,0.1254795577589568,87768518174692879606,267,YES,3841396460
29/09/29,2014-05-16,C,5238128388,Jessica Davis,(0.9274001362891495+0.2503821335175812j),29-03-2018,0.09005575329217186,A,16336862019695474937,NO,none,15-03-2020,2023-12-19,10-28-2013,20-08-2021,(0.42863327289079756+0.06992460930968925j),0.279588362378716,YES,B,袁斌,罗建华,,C,12-14-2007,梁鹏,A,罗秀英,88708,0.4964250131637531,0.3795955387492108,,01-06-1999,王利,李桂英,12-21-2008,(0.08522033084011937+0.6913968261876468j),06-14-1998,Edward Smith,48240349591945641076,(0.41744120059438716+0.18980186587392112j),24951156679995739168,5181808004,NO,True,06-09-2011,61556,B,887,04-05-2018,46189339874173074471,12/05/2001,890,8719192611,David Arnold,22-08-2002,0.1162217304085349,,419,,,,False,05-14-2011,0.7731734543198208,29-08-2012,line,353,15-07-2015,0.04978501260676427,(0.08840106567045658+0.01150686859292227j),False,3979640915,201,25102018864051460430,hgill@example.org,,xsilva@example.net,A,C,40653,887,(0.0651341601617057+0.2579992792688067j),2001-12-02,wilkersonandrew@example.net,christina53@example.org,,Alison Edwards,25456,12-01-2017,70649969986112933427,(0.5439448145255065+0.7470248045053969j),12-05-2017,D,2010-01-06,0.9149457168762405,69754871599530502480,indeed,False,3219033982
05/13/2018,2023-08-02,A,5717665091,Troy Rogers,(0.1921067390647081+0.5525067501678907j),12-03-2024,0.31280487939434287,A,73801857408045121176,YES,energy,,2004-03-15,03-04-2003,01-07-2015,(0.017860193848572292+0.23580784428674761j),0.25554562644491297,True,D,贺岩,陈宇,Shannon Ryan,A,08-01-2020,张桂香,,黄建华,63879,0.19734673798676605,0.5461142420207845,24-11-2014,,胡旭,贾桂兰,07-19-2005,(0.5691927731322675+0.3816700287473912j),09-20-2001,Brandy Gilbert,9330171735264273357,(0.14474458626067233+0.5853958303355985j),3565964014235575955,8658376645,YES,True,2002-07-31,46724,,author,09-18-1998,21244256627478485938,03-12-2015,style,4060977591,Paula Lin,08-09-2016,0.4049249249909518,2015-02-14,619,,NO,,NO,09/07/2014,0.7350799037169216,30-01-1997,whole,159,21-01-2007,0.14497215729947932,(0.7620073558599233+0.41186131009965j),True,6601114320,434,33850004388855966441,deborah87@example.net,society,hannahpadilla@example.com,B,B,70039,655,(0.17897329945940388+0.8806597818223812j),2024-06-26,anna43@example.net,carpenterangela@example.com,,Willie Fuller,81335,,10313618286174220635,(0.8084398532461484+0.8549775521784772j),07-28-2020,D,2007-08-26,0.7302463114560542,18188742996862470233,938,False,2219685450
14/11/14,2016-04-03,C,7641478270,Ana Keller,(0.08378043932497947+0.2950328781888991j),04-03-2008,0.784432287594062,B,72839269406431003310,True,763,,04/28/2018,04-30-2001,06-08-2014,(0.09889716495599887+0.7282328758813483j),0.42346318812404415,False,D,罗玉兰,王秀芳,,D,10-03-2006,毛建平,B,邱龙,69326,0.29018166839130954,0.41525161282696255,,05-06-2004,兰淑英,杨兵,08-21-2003,(0.6796525426094795+0.3116872697564691j),12-03-2005,,23518814170521376084,(0.5807266991589337+0.2505808082266744j),12578146044773807986,1355080838,True,False,18-01-2011,70309,,670,03-30-2011,18802879157861930474,25-07-2017,726,8925787232,Tamara Clark,31-03-2001,0.3739090886082098,,910,23-10-2003,NO,probably,False,15-09-2012,0.8085216162760108,23-05-1996,,950,,0.18578812336104622,(0.947322125629903+0.7616226377759252j),True,2750590019,28,62684069336207479018,wilsonhannah@example.com,party,kbrown@example.org,,A,35834,TV,(0.7927687204658329+0.7980497152445151j),2003-06-12,aarongarcia@example.org,michelle13@example.org,,,64027,03-30-2022,23693507806106843944,(0.4289803753170873+0.9020543109456282j),07-09-2018,B,2000-03-14,0.51236625364125,36365253469882204800,condition,YES,9455431985
24-07-1994,2019-09-03,D,3127482867,Curtis Keller,(0.36027773836048416+0.6290395409291091j),07-01-1997,0.4127685732398856,D,69103286729520955226,YES,782,13-04-2009,02/03/02,,26-08-2019,(0.782425652706054+0.7827097425271604j),0.9926785105423475,,A,韩婷婷,刘倩,,B,,赵梅,B,齐秀珍,67131,0.6332713384642563,0.20110494707592397,14-01-2018,01-12-2023,钱玉兰,刁宁,09-14-2021,(0.11754220870560106+0.4215211108496042j),09-30-2002,Ruben Green,80067536922150902217,(0.5706423111679194+0.6300658378341394j),25133917424688833208,2179794321,NO,True,11-14-2011,64598,C,choose,09-27-1999,56787808228820947220,02/06/2019,693,8122926015,Andrea Moore,09-04-2020,0.6855616796048136,,14,23-03-2005,False,election,NO,06-30-2014,0.4379073766934882,06-02-2017,,359,,0.9928286803112303,(0.661280969265853+0.05887447500675003j),False,5028978927,he,27618622658976833070,stephaniesingh@example.org,missing,williamschristopher@example.net,B,B,90837,street,(0.5247028861265434+0.4940932724392202j),2014-11-15,walkernathan@example.org,morganriley@example.net,14-06-2001,,30171,,94911091051049055393,(0.3629633514498606+0.5957786864895187j),08-08-2008,C,2006-03-05,0.81342591044758,32379805249481115553,285,YES,5712653257
11/23/2010,1994-12-27,D,7241147504,Cheryl Holt,(0.9357028511530623+0.9034151846291295j),05-01-2002,0.5739478577886435,A,30639355978121128267,NO,country,,06/10/2006,09-14-2009,23-03-2009,(0.9458334276527514+0.021486286536172017j),0.1973977173351943,NO,A,赵涛,张娟,,,,吴玲,A,纪玉,88354,0.707850632986086,0.7013622750992919,08-04-2017,01-08-2015,白斌,黄坤,07-25-2005,(0.8406818294545121+0.5181322964429289j),03-26-2011,,20222092529227788793,(0.5749944262663944+0.5771415518392087j),23204372599882697352,6954471153,,False,22/06/22,54730,C,story,06-07-2009,41623603133188148368,04/04/2012,skin,7770619934,Tiffany Porter,20-09-2022,0.4407563315871036,2005-10-24,466,20-09-2015,True,camera,,26/02/26,0.45004513184002715,24-10-2014,,pretty,,0.01283923463737513,(0.005239822786475501+0.338980712881523j),True,1101803259,sure,25890049822288640450,kevinfarmer@example.org,missing,obarnes@example.com,B,A,10981,21,(0.8877448536008881+0.7130174720075947j),2007-11-03,frazierwilliam@example.com,mmann@example.org,,,44869,,31461595403213293205,(0.27122930496616315+0.8621371630211724j),11-14-1994,D,2018-11-12,0.9390256162913531,71948743236223773253,765,False,6954303804
12-29-2022,2011-05-31,B,8653812067,Alexander Klein,(0.17126099785372995+0.30440072491991543j),27-07-2023,0.8456015110613702,,43072872024245392188,YES,matter,19-11-1994,30/01/30,,12-03-2005,(0.15181688498635826+0.7144175270344729j),0.24461308118407166,YES,A,黄桂珍,余明,,,03-24-2012,张桂香,A,田晶,61214,0.377869128623852,0.9721826181228,16-12-2002,30-05-2013,曾兰英,吴楠,12-21-2007,(0.46409855404170264+0.46750432832214506j),05-06-2001,Ashley Conner,44484663449823500460,(0.31088118500595363+0.6574245345262605j),97360932420418293202,4278836385,NO,True,08/11/2015,65384,,air,07-18-2018,99736582772059073697,12-23-2010,take,3749654340,Dr. Angela Sanchez,19-02-2018,0.44657054696751697,,cell,13-03-2005,False,,True,01/11/01,0.2780864212247087,13-06-2021,,75,,0.08276224965310996,(0.036634473881823726+0.18515230407098615j),False,8154563864,198,18046910843450045021,qmckinney@example.org,Not found,johndecker@example.com,,D,15742,477,(0.20872885804851515+0.03331158111501897j),2006-03-02,jerrygeorge@example.org,andrewcastillo@example.net,04-07-2017,,57678,11-08-2000,28980434858344497186,(0.5136575475043023+0.7123401393544752j),10-04-2016,C,1998-02-08,0.967735679653775,91762095482368884322,best,NO,4954595844
03-04-2007,2009-04-24,B,8678747121,Christopher Nelson,(0.5133573029662558+0.6878235554864897j),02-02-2020,0.34453160280451434,B,98277879068942150394,True,better,01-07-2007,2015-06-09,03-19-2016,24-05-2008,(0.4879434137001124+0.228769445187468j),0.6003008617680231,True,C,周阳,张丹,Bruce Boyd,C,,胡建军,C,邱兵,28152,0.632519614086255,0.17772910980698797,,,杨磊,曲鑫,01-16-2006,(0.27336363225183125+0.41801898745883004j),08-17-2022,Keith Lawrence,2217190704867179303,(0.36900500071435327+0.3732625293284193j),77759777442747994620,9963704545,YES,True,04-09-2008,14321,D,806,09-09-2005,82282934551994456052,06/18/2004,778,9475070236,Laurie Gonzalez,20-10-2007,0.6558044581836665,,333,,NO,sit,False,05-19-2005,0.5900093427212527,18-01-2003,both,424,,0.825735782648174,(0.42417638256526813+0.00014597112752889885j),False,8676780823,749,49749487151411759700,jennifer87@example.com,missing,donnawillis@example.org,C,D,57739,history,(0.3411055581459649+0.5820006715983054j),2006-11-21,david87@example.com,andrew03@example.org,10-06-2016,,84130,,87981495605729015241,(0.954174616617588+0.5527589592342114j),09-13-1999,A,2019-11-02,0.5593531407880916,41366634918426536045,note,YES,5098580518
17-06-1997,1997-08-19,D,8188005031,Cindy Mcintyre,(0.03937293957147936+0.4491218318454141j),03-07-2012,0.8151452561377334,A,8609044167727417732,False,198,19-11-2007,08-03-1999,,01-10-2021,(0.021213872303056713+0.041719204999201565j),0.05813141989021664,True,C,马凯,刘淑华,Dominique Valentine,,12-29-1996,黄小红,A,余辉,67551,0.26553355727941985,0.6071151225585468,17-05-2006,,王荣,严琳,09-13-2018,(0.6909011578645464+0.16255304630128287j),06-21-2001,,50515924508047690383,(0.22354745557392008+0.021776566569734035j),66571338658352102685,3441857046,,False,2002-08-14,61547,D,724,05-05-2014,14581228029257262638,31/05/31,child,2198752428,Ricky Johnson,13-05-2024,0.36681481046492015,2006-01-15,letter,,True,,True,2022-12-18,0.800895337753278,26-09-2023,,popular,11-03-2013,0.019836284697951845,(0.19121224278050053+0.7081500508886651j),False,3266186881,thus,86312623127147952891,qcox@example.net,missing,xcolon@example.com,A,C,60496,series,(0.3252336643903895+0.37329820547894166j),2008-01-25,theodoreduncan@example.net,christopher85@example.com,,,40593,03-11-2002,69362779011203853562,(0.6506124682212318+0.7556549161728119j),03-02-2010,C,2008-11-27,0.5677183720499406,32089243342049287292,596,YES,6152849137
11-20-1999,2021-06-21,B,4696707868,Kristin House,(0.5892954318184221+0.07145664104335459j),04-09-2005,0.9612919336685724,A,12988126523217441458,NO,205,,05-17-2017,,26-04-2022,(0.06452730441824917+0.8805326510169788j),0.6791483793977233,,A,孙旭,张楠,,C,,王建华,B,丁淑珍,50957,0.280098808789928,0.5468263419921277,21-07-2017,30-04-2016,薛健,吴荣,04-09-1998,(0.022313054863542514+0.8576101639710318j),05-30-2019,Derek Morgan,56715081605960960209,(0.5842966544188244+0.028682779872698183j),24134388402801021754,5526702600,,True,04-04-2000,97232,C,watch,07-20-2003,28337355979577089891,06-16-2023,358,2837957377,Kelly Buckley,18-10-2006,0.6159652400946732,2013-05-30,577,,YES,,True,07/11/07,0.9263862523688979,06-10-2011,able,448,,0.6519272187463754,(0.33498779373248466+0.31396809108801926j),True,9834692453,538,47519667935693284798,susan17@example.net,,pricetimothy@example.com,D,B,67396,764,(0.8834635881630093+0.6935218860843216j),2010-03-07,joneskenneth@example.org,duane04@example.org,14-06-2019,,54480,,18212271573420149715,(0.12576412490314737+0.7024265050872345j),05-30-2008,D,2011-12-25,0.08002694773962549,66040370439607323027,83,False,8202733378
06/10/1996,2001-12-23,B,8689711200,Noah Henry,(0.9320083392277848+0.03942954563165679j),14-08-2012,0.03427578836333445,A,21481182770697822370,NO,however,,07/30/2016,11-29-2009,17-12-1995,(0.8523108076609338+0.583662322080053j),0.39002032165305567,True,D,吴琴,郭建军,,A,04-19-2004,王桂芝,C,牛红梅,56052,0.4683447628628197,0.11511714698892783,,04-08-2010,王军,陈霞,08-09-2015,(0.244489824852829+0.5775529583356677j),08-12-1994,Amber Bennett,5254950666299970852,(0.8163697139006307+0.6017739649529397j),50562278412499492702,4750846626,NO,True,05/26/2006,17248,B,80,12-22-1994,84017541574696444298,1997-11-17,unit,1095878561,Kenneth Atkinson,03-02-2009,0.6844812172688745,2020-11-30,191,05-07-1998,,,False,10-07-2008,0.8965891333622902,30-08-2021,term,individual,,0.5878974479320024,(0.3058527802756049+0.8505797412031708j),False,4704389289,sometimes,81972205159290097778,cmoore@example.com,Missing,iscott@example.net,,,13671,267,(0.37626351104700617+0.9285984575276492j),1998-09-30,arthurbarnes@example.net,hblake@example.com,19-11-1994,,86714,,86169531663908971613,(0.8948944575117408+0.47960229906408003j),01-01-2014,A,2021-07-25,0.2300866089808905,15433906496720366801,other,False,7341752068
08-16-2017,2020-02-27,,4053036616,Ivan Johnston,(0.6806756335227999+0.9654684060014531j),03-07-2014,0.6892818316458331,D,67964335452385109707,,820,27-09-2023,07-23-1999,01-18-2016,06-01-2023,(0.15000114370695572+0.8282684608307099j),0.3110744667612977,YES,B,石龙,吴玉兰,,A,03-18-2022,党玉兰,D,贾桂芝,44466,0.6393117903026257,0.6406634143112167,,,郑冬梅,杨建,08-27-2008,(0.2030682122990387+0.46487299396799353j),10-01-2009,,94781984312552276427,(0.5265884219081894+0.6966267244579025j),286347145580633928,5605889564,False,False,16-03-2000,44794,B,writer,02-04-2006,58263356209242771021,09/14/2016,him,9746613394,Paige Brown,26-10-2015,0.4415284411501812,1994-09-09,wish,11-02-2009,YES,,NO,12/27/2006,0.7151982495223138,29-01-2021,,hold,19-04-2014,0.5012826908554777,(0.3229801579266788+0.1413871195235572j),False,6027413000,317,35095178972233032463,sarah16@example.com,,suttonemily@example.com,C,A,53117,participant,(0.6129113450501773+0.9055239104887316j),2019-05-28,dgoodman@example.com,derek31@example.net,14-12-2008,,80736,11-19-2017,61432895022837273855,(0.2427169319887842+0.15039165791792208j),08-27-2003,B,2020-07-07,0.04798387535546034,85233178850672956420,image,YES,7546539134
05-11-1999,2015-08-03,D,6380905825,Jessica Romero,(0.1666862738054372+0.9895981970028251j),02-07-2013,0.5457923636071513,C,38861189057670253461,False,phone,,08-31-1996,,24-06-2017,(0.8738906073563601+0.5347075254137746j),0.13385109253234306,True,C,阎桂香,顾雪梅,Jill Holmes,B,09-10-1995,范宁,C,王春梅,17088,0.5648143588609471,0.9842366717845096,06-07-2009,21-10-2003,焦燕,徐杰,07-14-2006,(0.9161802862203011+0.5041096816248888j),08-10-2009,,24982433692908587099,(0.4273736345636472+0.24126128949788161j),67187963126481139937,3928218238,,False,09-17-2003,81689,B,world,01-05-1995,77327907369059508772,09/02/09,enter,7044033090,Adrian Brown,13-12-2015,0.6012373732258054,,603,,NO,,YES,23/09/23,0.9869219967341973,20-09-2023,,someone,,0.9756149572733102,(0.556456512724465+0.9333099484399414j),False,7657070514,explain,62204243073539831761,cjones@example.net,Missing,brownzachary@example.org,,,32863,fight,(0.3415783235621962+0.8880192853967087j),2020-12-30,melanierangel@example.org,emcintosh@example.com,28-08-1996,Jerry Evans,77068,05-11-2008,64984747498951126769,(0.0861788104786112+0.9944149076516322j),04-18-2001,D,2013-09-08,0.5086001472748118,14384958041451630654,818,NO,2732391058
